region-centroid-col,region-centroid-row,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean
"(-0.001, 0.193]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.000281, 0.000612]","(0.0149, 0.0248]","(0.000526, 0.000943]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(-0.001, 0.268]","(0.482, 1.0]","(0.266, 0.315]","(0.159, 0.175]"
"(0.375, 0.579]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(-0.001, 0.0149]","(-0.001, 0.000248]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(-0.001, 0.16]","(0.551, 1.0]","(-0.001, 0.0551]","(-0.001, 0.266]","(0.134, 0.159]"
"(-0.001, 0.193]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.000612, 0.00114]","(0.041, 0.0658]","(0.000943, 0.00199]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(-0.001, 0.268]","(0.482, 1.0]","(0.266, 0.315]","(0.159, 0.175]"
"(0.791, 1.0]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.00114, 0.00214]","(0.0658, 1.0]","(0.00199, 1.0]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(0.268, 0.347]","(0.267, 0.482]","(0.266, 0.315]","(0.134, 0.159]"
"(0.579, 0.791]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.000612, 0.00114]","(0.0149, 0.0248]","(0.000526, 0.000943]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(0.268, 0.347]","(0.267, 0.482]","(0.315, 0.42]","(0.159, 0.175]"
"(0.791, 1.0]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.041, 0.0658]","(0.000526, 0.000943]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(0.268, 0.347]","(0.267, 0.482]","(0.266, 0.315]","(0.159, 0.175]"
"(0.791, 1.0]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.00114, 0.00214]","(0.0658, 1.0]","(0.000943, 0.00199]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.559, 1.0]","(-0.001, 0.268]","(0.267, 0.482]","(0.315, 0.42]","(0.159, 0.175]"
"(0.375, 0.579]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.00114, 0.00214]","(0.0149, 0.0248]","(-0.001, 0.000248]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(0.347, 0.448]","(0.482, 1.0]","(-0.001, 0.266]","(-0.001, 0.134]"
"(0.375, 0.579]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.00114, 0.00214]","(0.0149, 0.0248]","(-0.001, 0.000248]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(0.347, 0.448]","(0.482, 1.0]","(-0.001, 0.266]","(-0.001, 0.134]"
"(0.791, 1.0]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0658, 1.0]","(0.00199, 1.0]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.0249, 0.116]","(0.608, 0.692]","(0.279, 0.401]","(0.448, 0.551]","(0.0551, 0.152]","(0.578, 1.0]","(-0.001, 0.134]"
"(-0.001, 0.193]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(0.0248, 0.041]","(0.000943, 0.00199]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(-0.001, 0.16]","(0.551, 1.0]","(-0.001, 0.0551]","(-0.001, 0.266]","(-0.001, 0.134]"
"(0.579, 0.791]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.000281, 0.000612]","(-0.001, 0.0149]","(0.000248, 0.000526]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.786, 1.0]","(0.279, 0.401]","(0.347, 0.448]","(0.267, 0.482]","(-0.001, 0.266]","(0.175, 0.345]"
"(-0.001, 0.193]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.000612, 0.00114]","(0.041, 0.0658]","(0.000943, 0.00199]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(0.0249, 0.116]","(0.692, 0.786]","(0.16, 0.279]","(0.551, 1.0]","(-0.001, 0.0551]","(0.578, 1.0]","(-0.001, 0.134]"
"(-0.001, 0.193]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.00114, 0.00214]","(0.041, 0.0658]","(0.00199, 1.0]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(0.0249, 0.116]","(0.692, 0.786]","(0.16, 0.279]","(0.551, 1.0]","(-0.001, 0.0551]","(0.578, 1.0]","(-0.001, 0.134]"
"(0.375, 0.579]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0658, 1.0]","(0.000943, 0.00199]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.559, 1.0]","(-0.001, 0.268]","(0.267, 0.482]","(0.266, 0.315]","(0.159, 0.175]"
"(0.791, 1.0]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.00114, 0.00214]","(0.041, 0.0658]","(0.000943, 0.00199]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.116, 0.204]","(0.608, 0.692]","(-0.001, 0.16]","(0.551, 1.0]","(0.0551, 0.152]","(0.315, 0.42]","(0.345, 1.0]"
"(-0.001, 0.193]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0658, 1.0]","(0.000943, 0.00199]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(-0.001, 0.493]","(0.559, 1.0]","(-0.001, 0.268]","(0.267, 0.482]","(0.266, 0.315]","(0.134, 0.159]"
"(0.375, 0.579]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(0.000281, 0.000612]","(0.0149, 0.0248]","(0.000248, 0.000526]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(0.347, 0.448]","(0.482, 1.0]","(-0.001, 0.266]","(-0.001, 0.134]"
"(0.193, 0.375]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(-0.001, 0.0149]","(-0.001, 0.000248]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.0249, 0.116]","(0.786, 1.0]","(0.16, 0.279]","(0.347, 0.448]","(0.0551, 0.152]","(0.42, 0.578]","(0.175, 0.345]"
"(0.579, 0.791]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.000612, 0.00114]","(0.0248, 0.041]","(0.000526, 0.000943]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(0.268, 0.347]","(0.482, 1.0]","(-0.001, 0.266]","(-0.001, 0.134]"
"(0.579, 0.791]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.00114, 0.00214]","(0.0149, 0.0248]","(0.000248, 0.000526]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(0.493, 0.608]","(0.401, 0.559]","(-0.001, 0.268]","(0.482, 1.0]","(-0.001, 0.266]","(0.175, 0.345]"
"(0.579, 0.791]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(0.0149, 0.0248]","(-0.001, 0.000248]","(0.0408, 0.119]","(0.0395, 0.0989]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(0.16, 0.279]","(0.448, 0.551]","(-0.001, 0.0551]","(0.42, 0.578]","(0.345, 1.0]"
"(0.193, 0.375]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00114, 0.00214]","(0.041, 0.0658]","(0.000943, 0.00199]","(0.119, 0.221]","(0.0989, 0.202]","(0.126, 0.267]","(0.0249, 0.116]","(0.692, 0.786]","(0.16, 0.279]","(0.448, 0.551]","(0.152, 0.267]","(0.315, 0.42]","(0.175, 0.345]"
"(0.193, 0.375]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(-0.001, 0.0149]","(-0.001, 0.000248]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(0.16, 0.279]","(0.448, 0.551]","(-0.001, 0.0551]","(0.578, 1.0]","(0.134, 0.159]"
"(0.791, 1.0]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0658, 1.0]","(0.00199, 1.0]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(0.347, 0.448]","(0.267, 0.482]","(0.266, 0.315]","(-0.001, 0.134]"
"(0.375, 0.579]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.000612, 0.00114]","(0.0658, 1.0]","(0.00199, 1.0]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(-0.001, 0.268]","(0.267, 0.482]","(0.266, 0.315]","(0.175, 0.345]"
"(0.193, 0.375]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0658, 1.0]","(0.00199, 1.0]","(0.0408, 0.119]","(-0.001, 0.0395]","(0.0486, 0.126]","(0.0249, 0.116]","(0.608, 0.692]","(0.279, 0.401]","(0.448, 0.551]","(0.0551, 0.152]","(0.578, 1.0]","(0.134, 0.159]"
"(0.375, 0.579]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.00114, 0.00214]","(0.041, 0.0658]","(0.000526, 0.000943]","(0.119, 0.221]","(0.0989, 0.202]","(0.126, 0.267]","(0.204, 0.361]","(0.493, 0.608]","(-0.001, 0.16]","(0.551, 1.0]","(0.152, 0.267]","(0.315, 0.42]","(0.345, 1.0]"
"(0.579, 0.791]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(-0.001, 0.0149]","(-0.001, 0.000248]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(0.16, 0.279]","(0.448, 0.551]","(-0.001, 0.0551]","(0.578, 1.0]","(0.175, 0.345]"
"(0.579, 0.791]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.00114, 0.00214]","(0.0658, 1.0]","(0.00199, 1.0]","(0.119, 0.221]","(0.202, 0.382]","(0.126, 0.267]","(0.116, 0.204]","(0.692, 0.786]","(0.279, 0.401]","(0.347, 0.448]","(0.152, 0.267]","(-0.001, 0.266]","(0.159, 0.175]"
"(0.791, 1.0]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0248, 0.041]","(0.00199, 1.0]","(-0.001, 0.0408]","(-0.001, 0.0395]","(0.0486, 0.126]","(-0.001, 0.0249]","(0.692, 0.786]","(0.16, 0.279]","(0.448, 0.551]","(-0.001, 0.0551]","(0.578, 1.0]","(0.134, 0.159]"
"(0.791, 1.0]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.000281, 0.000612]","(-0.001, 0.0149]","(0.000248, 0.000526]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(0.16, 0.279]","(0.448, 0.551]","(-0.001, 0.0551]","(0.578, 1.0]","(0.159, 0.175]"
"(0.375, 0.579]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.00114, 0.00214]","(0.041, 0.0658]","(0.000526, 0.000943]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.116, 0.204]","(0.608, 0.692]","(-0.001, 0.16]","(0.551, 1.0]","(0.0551, 0.152]","(0.42, 0.578]","(0.345, 1.0]"
"(-0.001, 0.193]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(0.000281, 0.000612]","(-0.001, 0.0149]","(-0.001, 0.000248]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(-0.001, 0.16]","(0.551, 1.0]","(-0.001, 0.0551]","(-0.001, 0.266]","(0.134, 0.159]"
"(0.579, 0.791]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.000612, 0.00114]","(0.041, 0.0658]","(0.000943, 0.00199]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.0249, 0.116]","(0.692, 0.786]","(-0.001, 0.16]","(0.551, 1.0]","(0.0551, 0.152]","(0.315, 0.42]","(0.345, 1.0]"
"(0.193, 0.375]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(-0.001, 0.000281]","(0.0248, 0.041]","(0.000943, 0.00199]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(-0.001, 0.268]","(0.482, 1.0]","(-0.001, 0.266]","(0.134, 0.159]"
"(0.791, 1.0]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(-0.001, 0.000281]","(0.0248, 0.041]","(0.000526, 0.000943]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(0.347, 0.448]","(0.482, 1.0]","(-0.001, 0.266]","(-0.001, 0.134]"
"(0.579, 0.791]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(-0.001, 0.0149]","(-0.001, 0.000248]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(-0.001, 0.16]","(0.551, 1.0]","(-0.001, 0.0551]","(-0.001, 0.266]","(0.175, 0.345]"
"(0.193, 0.375]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(0.000281, 0.000612]","(0.0149, 0.0248]","(0.000248, 0.000526]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(0.347, 0.448]","(0.482, 1.0]","(-0.001, 0.266]","(-0.001, 0.134]"
"(-0.001, 0.193]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.00114, 0.00214]","(0.0149, 0.0248]","(0.000526, 0.000943]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(-0.001, 0.493]","(0.559, 1.0]","(-0.001, 0.268]","(0.267, 0.482]","(0.315, 0.42]","(0.134, 0.159]"
"(0.791, 1.0]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.000612, 0.00114]","(0.041, 0.0658]","(0.000526, 0.000943]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(0.268, 0.347]","(0.267, 0.482]","(0.266, 0.315]","(0.134, 0.159]"
"(0.375, 0.579]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.00114, 0.00214]","(0.041, 0.0658]","(0.00199, 1.0]","(0.119, 0.221]","(0.0989, 0.202]","(0.126, 0.267]","(0.0249, 0.116]","(0.786, 1.0]","(0.279, 0.401]","(0.268, 0.347]","(0.152, 0.267]","(0.42, 0.578]","(0.175, 0.345]"
"(0.791, 1.0]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(0.000281, 0.000612]","(0.0149, 0.0248]","(-0.001, 0.000248]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(0.268, 0.347]","(0.482, 1.0]","(-0.001, 0.266]","(-0.001, 0.134]"
"(0.375, 0.579]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.00114, 0.00214]","(0.041, 0.0658]","(0.000943, 0.00199]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(0.268, 0.347]","(0.267, 0.482]","(-0.001, 0.266]","(0.159, 0.175]"
"(0.579, 0.791]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.00114, 0.00214]","(0.041, 0.0658]","(0.000943, 0.00199]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(-0.001, 0.268]","(0.267, 0.482]","(0.266, 0.315]","(0.175, 0.345]"
"(-0.001, 0.193]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.00214, 1.0]","(0.0248, 0.041]","(0.000943, 0.00199]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(0.0249, 0.116]","(0.692, 0.786]","(0.16, 0.279]","(0.551, 1.0]","(-0.001, 0.0551]","(0.578, 1.0]","(-0.001, 0.134]"
"(0.375, 0.579]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0658, 1.0]","(0.00199, 1.0]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.559, 1.0]","(-0.001, 0.268]","(0.267, 0.482]","(0.266, 0.315]","(0.159, 0.175]"
"(0.579, 0.791]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0149, 0.0248]","(0.000248, 0.000526]","(0.119, 0.221]","(0.0989, 0.202]","(0.126, 0.267]","(0.116, 0.204]","(0.493, 0.608]","(0.401, 0.559]","(0.347, 0.448]","(0.152, 0.267]","(0.42, 0.578]","(0.134, 0.159]"
"(0.375, 0.579]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0532, 0.0837]","(0.000612, 0.00114]","(0.041, 0.0658]","(0.000943, 0.00199]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(-0.001, 0.268]","(0.482, 1.0]","(0.266, 0.315]","(0.159, 0.175]"
"(-0.001, 0.193]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00114, 0.00214]","(0.0658, 1.0]","(0.000943, 0.00199]","(0.119, 0.221]","(0.0989, 0.202]","(0.0486, 0.126]","(0.116, 0.204]","(0.692, 0.786]","(-0.001, 0.16]","(0.551, 1.0]","(0.0551, 0.152]","(0.315, 0.42]","(0.345, 1.0]"
"(0.375, 0.579]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(0.000281, 0.000612]","(0.0149, 0.0248]","(0.000248, 0.000526]","(0.0408, 0.119]","(0.0395, 0.0989]","(-0.001, 0.0486]","(0.0249, 0.116]","(0.786, 1.0]","(0.16, 0.279]","(0.448, 0.551]","(-0.001, 0.0551]","(0.42, 0.578]","(0.345, 1.0]"
"(0.193, 0.375]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.000281, 0.000612]","(0.0658, 1.0]","(0.00199, 1.0]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.116, 0.204]","(0.608, 0.692]","(-0.001, 0.16]","(0.551, 1.0]","(0.0551, 0.152]","(0.315, 0.42]","(0.345, 1.0]"
"(0.375, 0.579]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(0.000281, 0.000612]","(-0.001, 0.0149]","(0.000248, 0.000526]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.786, 1.0]","(0.16, 0.279]","(0.551, 1.0]","(-0.001, 0.0551]","(0.578, 1.0]","(0.134, 0.159]"
"(-0.001, 0.193]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0342, 0.0532]","(0.000612, 0.00114]","(0.041, 0.0658]","(0.000526, 0.000943]","(0.0408, 0.119]","(0.0989, 0.202]","(0.0486, 0.126]","(0.0249, 0.116]","(0.786, 1.0]","(0.16, 0.279]","(0.347, 0.448]","(0.0551, 0.152]","(0.315, 0.42]","(0.175, 0.345]"
"(0.579, 0.791]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0658, 1.0]","(0.00199, 1.0]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(-0.001, 0.268]","(0.482, 1.0]","(0.266, 0.315]","(0.159, 0.175]"
"(0.791, 1.0]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0248, 0.041]","(0.000943, 0.00199]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.116, 0.204]","(0.608, 0.692]","(-0.001, 0.16]","(0.551, 1.0]","(0.0551, 0.152]","(0.315, 0.42]","(0.345, 1.0]"
"(0.375, 0.579]","(0.246, 0.4]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(-0.001, 0.0149]","(-0.001, 0.000248]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(-0.001, 0.268]","(0.482, 1.0]","(0.266, 0.315]","(0.134, 0.159]"
"(0.193, 0.375]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0209, 0.0342]","(0.000281, 0.000612]","(0.041, 0.0658]","(0.000526, 0.000943]","(0.119, 0.221]","(0.0989, 0.202]","(0.126, 0.267]","(0.116, 0.204]","(0.692, 0.786]","(-0.001, 0.16]","(0.551, 1.0]","(0.152, 0.267]","(0.315, 0.42]","(0.345, 1.0]"
"(0.375, 0.579]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(0.0149, 0.0248]","(-0.001, 0.000248]","(-0.001, 0.0408]","(-0.001, 0.0395]","(-0.001, 0.0486]","(-0.001, 0.0249]","(0.692, 0.786]","(0.16, 0.279]","(0.551, 1.0]","(-0.001, 0.0551]","(0.578, 1.0]","(-0.001, 0.134]"
"(0.579, 0.791]","(0.4, 0.517]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(0.0149, 0.0248]","(0.000248, 0.000526]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.0249, 0.116]","(0.786, 1.0]","(0.16, 0.279]","(0.347, 0.448]","(-0.001, 0.0551]","(0.42, 0.578]","(0.175, 0.345]"
"(0.791, 1.0]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0248, 0.041]","(0.000248, 0.000526]","(0.0408, 0.119]","(-0.001, 0.0395]","(0.0486, 0.126]","(0.0249, 0.116]","(0.692, 0.786]","(0.16, 0.279]","(0.448, 0.551]","(0.0551, 0.152]","(0.578, 1.0]","(0.159, 0.175]"
"(0.791, 1.0]","(0.718, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(0.000281, 0.000612]","(0.041, 0.0658]","(0.000943, 0.00199]","(0.0408, 0.119]","(0.0395, 0.0989]","(0.0486, 0.126]","(0.116, 0.204]","(0.692, 0.786]","(-0.001, 0.16]","(0.551, 1.0]","(0.0551, 0.152]","(0.42, 0.578]","(0.345, 1.0]"
"(0.791, 1.0]","(-0.001, 0.246]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.0209]","(-0.001, 0.000281]","(-0.001, 0.0149]","(-0.001, 0.000248]","(0.41, 1.0]","(0.382, 1.0]","(0.482, 1.0]","(0.361, 1.0]","(-0.001, 0.493]","(0.559, 1.0]","(0.268, 0.347]","(0.482, 1.0]","(-0.001, 0.266]","(-0.001, 0.134]"
"(0.579, 0.791]","(0.517, 0.718]","(-0.001, 1.0]","(-0.001, 1.0]","(0.0837, 1.0]","(0.00214, 1.0]","(0.0658, 1.0]","(0.00199, 1.0]","(0.221, 0.41]","(0.202, 0.382]","(0.267, 0.482]","(0.204, 0.361]","(0.493, 0.608]","(0.401, 0.559]","(0.347, 0.448]","(0.267, 0.482]","(0.266, 0.315]","(-0.001, 0.134]"
